truth,dirty
13947156,13947155
13947192,13947199
13947228,13947227
13947264,13947266
13947300,13947305
13947336,13947335
13947372,13947371
13947408,13947408
13947444,13947446
13947480,13947479
13947516,13947528
13947552,13947558
13947588,13947597
13947624,13947623
13947660,13947659
13947696,13947694
13947732,13947732
13947768,13947775
13947804,13947813
13947840,13947849
13947876,13947884
13947912,13947906
13947948,13947949
13947984,13947989
13948020,13948027
13948056,13948058
13948092,13948097
13948128,13948131
13948164,13948166
13948200,13948206
13948236,13948236
13948272,13948272
13948308,13948313
13948344,13948349
13948380,13948384
13948416,13948423
13948452,13948453
13948488,13948493
13948524,13948533
13948560,13948560
13948596,13948598
13948632,13948642
13948668,13948670
13948704,13948711
13948740,13948740
13948776,13948776
13948812,13948810
13948848,13948846
13948884,13948893
13948920,13948923
13948956,13948956
13948992,13949000
13949028,13949032
13949064,13949070
13949100,13949104
13949136,13949143
13949172,13949169
13949208,13949205
13949244,13949245
13949280,13949284
13949316,13949320
13949352,13949352
13949388,13949394
13949424,13949429
13949460,13949463
13949496,13949499
13949532,13949542
13949568,13949570
13949604,13949602
13949640,13949639
13949676,13949684
13949712,13949714
13949748,13949753
13949784,13949789
13949820,13949823
13949856,13949856
13949892,13949895
13949928,13949935
13949964,13949964
13950000,13950004
13950036,13950040
13950072,13950070
13950108,13950110
13950144,13950149
13950180,13950184
13950216,13950216
13950252,13950262
13950288,13950288
13950324,13950332
13950360,13950366
13950396,13950400
13950432,13950442
13950468,13950484
13950504,13950512
13950540,13950546
13950576,13950581
13950612,13950616
13950648,13950646
13950684,13950692
13950720,13950720
13950756,13950749
13950792,13950796
13950828,13950830
13950864,13950861
13950900,13950908
13950936,13950941
13950972,13950981
13951008,13951010
13955184,13955189
13955220,13955222
13955256,13955265
13955292,13955290
13955328,13955327
13955364,13955364
13955400,13955400
13955436,13955443
13955472,13955474
13955508,13955516
13955544,13955542
13955580,13955581
13955616,13955616
13955652,13955656
13955688,13955692
13955724,13955729
13955760,13955760
13955796,13955806
13955832,13955834
13955868,13955875
13955904,13955916
13955940,13955950
13955976,13955974
13956012,13956024
13962600,13962602
13962636,13962643
13962672,13962674
13962708,13962715
13962744,13962751
13962780,13962788
13962816,13962818
13962852,13962860
13962888,13962890
13962924,13962930
13962960,13962953
13962996,13963002
13963032,13963036
13963068,13963075
13963104,13963107
13963140,13963147
13963176,13963183
13963212,13963212
13963248,13963250
13963284,13963277
13963320,13963324
13963356,13963358
13963392,13963401
13963428,13963433
13963464,13963466
13963500,13963498
13963536,13963543
13963572,13963574
13963608,13963611
13963644,13963646
13963680,13963680
13963716,13963721
13963752,13963761
13963788,13963788
13963824,13963828
13963860,13963866
13963896,13963898
13963932,13963941
13963968,13963975
13964004,13964008
13964040,13964043
13964076,13964076
13964112,13964111
13970124,13970127
13970160,13970164
13970196,13970197
13970232,13970239
13970268,13970265
13972212,13972209
13972248,13972256
13972284,13972295
13972320,13972322
13972356,13972368
13972392,13972394
13972428,13972435
13972464,13972470
13972500,13972500
13972536,13972539
13972572,13972579
13972608,13972606
13972644,13972647
13972680,13972680
13972716,13972716
13972752,13972759
13972788,13972788
13972824,13972834
13972860,13972865
13972896,13972896
13972932,13972930
13972968,13972975
13973004,13973009
13973040,13973039
13973076,13973082
13973112,13973114
13973148,13973159
13973184,13973190
13973220,13973220
13973256,13973259
13973292,13973303
13973328,13973338
13973364,13973365
13973400,13973397
13973436,13973445
13973472,13973472
13973508,13973522
13973544,13973542
13973580,13973581
13973616,13973627
13973652,13973657
13973688,13973697
13973724,13973734
13973760,13973755
13973796,13973796
13973832,13973839
13973868,13973874
13973904,13973905
13973940,13973939
13973976,13973980
13974012,13974019
13974048,13974055
13974084,13974083
13974120,13974121
13974156,13974165
13974192,13974200
13974228,13974234
13974264,13974265
13974300,13974308
13974336,13974338
13974372,13974367
13974408,13974405
13974444,13974439
13974480,13974484
13974516,13974524
13974552,13974558
13974588,13974593
13974624,13974623
13974660,13974667
13974696,13974695
13974732,13974732
13974768,13974775
13974804,13974810
13974840,13974838
13974876,13974879
13974912,13974913
13974948,13974950
13974984,13974984
13975020,13975021
13975056,13975058
13975092,13975101
13975128,13975138
13975164,13975167
13975200,13975206
13975236,13975243
13975272,13975272
13975308,13975315
13975344,13975348
13975380,13975378
13975416,13975421
13975452,13975456
13975488,13975489
13975524,13975523
13975560,13975560
13975596,13975596
13975632,13975650
13975668,13975667
13975704,13975706
13975740,13975745
13975776,13975784
13975812,13975812
13975848,13975844
13975884,13975886
13975920,13975915
13975956,13975952
13975992,13976001
13976028,13976032
13976064,13976075
13976100,13976098
13976136,13976137
13976172,13976178
13976208,13976217
13976244,13976249
13976280,13976282
13976316,13976315
13976352,13976358
13976388,13976384
13976424,13976431
13976460,13976465
13976496,13976501
13976532,13976536
13976568,13976581
13976604,13976614
13976640,13976651
13976676,13976676
13976712,13976718
13976748,13976747
13976784,13976788
13976820,13976824
13976856,13976861
13976892,13976899
13976928,13976935
13976964,13976968
13977000,13977007
13977036,13977036
13977072,13977079
13977108,13977119
13977144,13977144
13977180,13977188
13977216,13977217
13977252,13977259
13977288,13977288
13977324,13977332
13981572,13981570
13981608,13981611
13986900,13986900
13986936,13986943
13986972,13986975
13987008,13987009
13987044,13987048
13987080,13987077
13987116,13987122
13987152,13987149
13987188,13987187
13987224,13987223
13987260,13987264
13987296,13987310
13987332,13987342
13987368,13987374
13987404,13987402
13991796,13991798
13991832,13991835
13991868,13991875
13991904,13991903
13991940,13991948
13991976,13991978
13992012,13992011
13992048,13992051
13992084,13992088
13992120,13992128
13992156,13992166
13992192,13992185
13992228,13992229
13992264,13992264
13992300,13992312
13992336,13992339
13992372,13992373
13992408,13992406
13992444,13992445
13992480,13992483
13992516,13992520
13992552,13992556
13992588,13992596
13992624,13992629
13992660,13992665
13992696,13992700
13992732,13992738
13992768,13992772
13992804,13992806
13992840,13992842
13992876,13992865
13992912,13992913
13992948,13992948
13992984,13992985
13993020,13993021
13993056,13993054
13993092,13993093
13993128,13993127
13993164,13993164
13993200,13993200
13993236,13993248
13993272,13993272
13993308,13993302
13993344,13993344
13993380,13993388
13993416,13993428
13993452,13993452
13993488,13993490
13993524,13993524
13993560,13993563
13993596,13993596
13993632,13993633
13993668,13993668
13993704,13993705
13993740,13993746
13993776,13993779
13993812,13993812
13993848,13993844
13993884,13993883
13993920,13993928
13993956,13993951
13993992,13994001
13994028,13994028
13994064,13994068
13994100,13994095
13994136,13994141
13994172,13994174
13994208,13994211
13994244,13994258
13994280,13994279
14000688,14000695
14000724,14000729
14000760,14000762
14000796,14000796
14000832,14000824
14000868,14000878
14000904,14000911
14000940,14000951
14000976,14000967
14001012,14001017
14001048,14001057
14001084,14001094
14001120,14001128
14001156,14001163
14001192,14001192
14001228,14001234
14001264,14001271
14001300,14001303
14001336,14001350
14001372,14001372
14001408,14001406
14001444,14001447
14001480,14001486
14001516,14001526
14001552,14001554
14001588,14001592
14001624,14001631
14001660,14001658
14001696,14001701
14001732,14001743
14001768,14001775
14001804,14001814
14001840,14001843
14001876,14001884
14001912,14001913
14001948,14001948
14001984,14001990
14002020,14002015
14002056,14002058
14002092,14002092
14002128,14002135
14002164,14002169
14002200,14002203
14002236,14002246
14002272,14002271
14002308,14002312
14002344,14002345
14002380,14002392
14002416,14002419
14002452,14002453
14002488,14002488
14002524,14002527
14002560,14002565
14002596,14002596
14002632,14002638
14002668,14002671
14002704,14002705
14002740,14002747
14002776,14002780
14002812,14002812
14002848,14002853
14002884,14002895
14002920,14002927
14002956,14002957
14002992,14002993
14007744,14007740
14007780,14007782
14007816,14007816
14007852,14007854
14007888,14007903
14007924,14007926
14007960,14007963
14007996,14007998
14008032,14008029
14008068,14008076
14008104,14008108
14008140,14008151
14008176,14008180
14008212,14008212
14008248,14008262
14008284,14008290
14008320,14008324
14008356,14008359
14008392,14008399
14008428,14008436
14008464,14008468
14008500,14008506
14008536,14008536
14008572,14008574
14008608,14008603
14008644,14008650
14008680,14008685
14008716,14008724
14008752,14008752
14008788,14008797
14008824,14008829
14008860,14008868
14008896,14008892
14008932,14008946
14008968,14008973
14009004,14009007
14009040,14009048
14009076,14009079
14009112,14009121
14009148,14009159
14009184,14009184
14009220,14009231
14009256,14009274
14009292,14009292
14009328,14009331
14009364,14009364
14009400,14009403
14009436,14009433
14009472,14009475
14009508,14009508
14009544,14009547
14009580,14009582
14009616,14009619
14009652,14009651
14009688,14009691
14009724,14009730
14009760,14009757
14009796,14009802
14009832,14009834
14009868,14009872
14009904,14009910
14009940,14009957
14009976,14009985
14010012,14010017
14010048,14010047
14010084,14010086
14010120,14010120
14010156,14010150
14010192,14010186
14010228,14010228
14010264,14010272
14010300,14010300
14010336,14010338
14010372,14010382
14010408,14010408
14010444,14010447
14010480,14010488
14010516,14010521
14010552,14010554
14010588,14010601
14010624,14010621
14010660,14010661
14010696,14010714
14010732,14010736
14010768,14010775
14010804,14010813
14010840,14010852
14010876,14010885
14010912,14010909
14010948,14010941
14010984,14010989
14011020,14011025
14011056,14011058
14011092,14011094
14011128,14011141
14011164,14011177
14011200,14011202
14011236,14011236
14011272,14011266
14011308,14011309
14011344,14011344
14011380,14011380
14011416,14011411
14011452,14011460
14011488,14011493
14011524,14011521
14011560,14011562
14011596,14011601
14011632,14011644
14011668,14011672
14011704,14011704
14011740,14011744
14011776,14011774
14011812,14011812
14011848,14011848
14011884,14011895
14011920,14011931
14011956,14011953
14011992,14011991
14012028,14012034
14012064,14012074
14012100,14012109
14012136,14012138
14012172,14012184
14012208,14012216
14012244,14012250
14012280,14012284
14012316,14012324
14012352,14012357
14012388,14012395
14012424,14012422
14012460,14012461
14012496,14012505
14012532,14012538
14012568,14012567
14012604,14012608
14012640,14012639
14012676,14012680
14012712,14012720
14012748,14012753
14012784,14012783
14012820,14012822
14012856,14012858
14012892,14012890
14012928,14012928
14012964,14012973
14013000,14013016
14013036,14013042
14013072,14013073
14013108,14013113
14013144,14013147
14013180,14013181
14013216,14013221
14013252,14013257
14013288,14013295
14013324,14013325
14013360,14013362
14013396,14013406
14013432,14013439
14013468,14013478
14013504,14013505
14013540,14013541
14013576,14013576
14013612,14013613
14013648,14013649
14013684,14013689
14013720,14013722
14013756,14013751
14013792,14013802
14013828,14013834
14013864,14013865
14013900,14013900
14013936,14013936
14013972,14013974
14014008,14014002
14014044,14014049
14014080,14014078
14014116,14014118
14014152,14014151
14014188,14014183
14014224,14014227
14014260,14014262
14014296,14014293
14014332,14014336
14014368,14014372
14014404,14014410
14014440,14014441
14014476,14014478
14014512,14014512
14014548,14014558
14014584,14014577
14014620,14014623
14014656,14014663
14014692,14014693
14014728,14014733
14014764,14014767
14014800,14014803
14014836,14014829
14014872,14014875
14014908,14014910
14014944,14014945
14014980,14014989
14015016,14015018
14015052,14015056
14015088,14015088
14015124,14015128
14015160,14015163
14015196,14015201
14015232,14015237
14015268,14015275
14015304,14015305
14015340,14015349
14015376,14015374
14015412,14015415
14015448,14015455
14015484,14015484
14015520,14015514
14015556,14015556
14015592,14015598
14015628,14015620
14015664,14015670
14015700,14015701
14015736,14015736
14015772,14015777
14015808,14015814
14015844,14015845
14015880,14015887
14015916,14015920
14015952,14015961
14015988,14015995
14016024,14016031
14016060,14016065
14016096,14016109
14016132,14016138
14016168,14016174
14016204,14016217
14016240,14016242
14016276,14016282
14016312,14016311
14016348,14016348
14016384,14016386
14016420,14016427
14016456,14016460
14016492,14016492
14016528,14016533
14016564,14016566
14016600,14016599
14016636,14016641
14016672,14016674
14016708,14016714
14016744,14016750
14016780,14016787
14016816,14016816
14016852,14016856
14016888,14016884
14016924,14016932
14016960,14016963
14016996,14017004
14017032,14017033
14017068,14017071
14017104,14017105
14017140,14017152
14017176,14017173
14017212,14017210
14017248,14017258
14017284,14017295
14017320,14017326
14022360,14022357
14022396,14022400
14022432,14022432
14022468,14022476
14022504,14022513
14022540,14022546
14022576,14022577
14022612,14022615
14022648,14022659
14022684,14022683
14022720,14022724
14022756,14022764
14022792,14022795
14022828,14022832
14022864,14022864
14022900,14022910
14022936,14022937
14022972,14022975
14023008,14023012
14023044,14023047
14023080,14023075
14023116,14023117
14023152,14023160
14023188,14023197
14023224,14023222
14023260,14023267
14023296,14023299
14023332,14023337
14023368,14023377
14023404,14023408
14023440,14023453
14023476,14023481
14023512,14023516
14023548,14023550
14023584,14023597
14023620,14023625
14023656,14023660
14023692,14023692
14023728,14023743
14023764,14023758
14023800,14023806
14023836,14023852
14023872,14023881
14023908,14023917
14023944,14023949
14023980,14023981
14024016,14024019
14024052,14024062
14024088,14024090
14024124,14024128
14024160,14024162
14024196,14024199
14024232,14024236
14024268,14024276
14024304,14024304
14024340,14024340
14024376,14024383
14024412,14024424
14024448,14024464
14024484,14024484
14024520,14024523
14024556,14024557
14024592,14024599
14024628,14024623
14024664,14024671
14024700,14024702
14024736,14024736
14024772,14024784
14024808,14024808
14024844,14024852
14024880,14024884
14024916,14024926
14024952,14024953
14024988,14024993
14025024,14025025
14025060,14025065
14025096,14025107
14025132,14025130
14025168,14025161
14025204,14025212
14025240,14025239
14025276,14025277
14025312,14025315
14025348,14025354
14025384,14025390
14025420,14025420
14025456,14025458
14025492,14025486
14025528,14025527
14025564,14025564
14025600,14025607
14025636,14025640
14025672,14025676
14025708,14025712
14025744,14025749
14025780,14025786
14025816,14025816
14025852,14025856
14025888,14025893
14025924,14025926
14025960,14025956
14025996,14026005
14026032,14026033
14026068,14026068
14026104,14026110
14026140,14026139
14026176,14026177
14026212,14026216
14026248,14026253
14026284,14026293
14026320,14026328
14026356,14026363
14026392,14026396
14026428,14026433
14026464,14026470
14026500,14026505
14026536,14026538
14026572,14026579
14026608,14026607
14026644,14026645
14026680,14026682
14026716,14026724
14026752,14026757
14026788,14026797
14026824,14026830
14026860,14026867
14026896,14026896
14026932,14026939
14026968,14026974
14027004,14027009
14027040,14027033
14027076,14027077
14027112,14027120
14027148,14027149
14027184,14027182
14027220,14027218
14027256,14027246
14027292,14027301
14027328,14027327
14027364,14027367
14027400,14027411
14027436,14027439
14027472,14027477
14027508,14027508
14027544,14027543
14027580,14027583
14027616,14027614
14027652,14027655
14027688,14027692
14027724,14027731
14027760,14027762
14027796,14027805
14027832,14027840
14027868,14027865
14027904,14027922
14027940,14027938
14027976,14027975
14028012,14028006
14028048,14028058
14028084,14028086
14028120,14028120
14028156,14028154
14028192,14028190
14028228,14028233
14028264,14028264
14028300,14028300
14028336,14028339
14028372,14028370
14028408,14028412
14028444,14028450
14028480,14028485
14028516,14028521
14028552,14028547
14028588,14028590
14028624,14028625
14028660,14028666
14028696,14028696
14028732,14028738
14028768,14028770
14028804,14028809
14028840,14028848
14028876,14028887
14028912,14028917
14028948,14028951
14028984,14028987
14029020,14029026
14029056,14029058
14029092,14029088
14029128,14029136
14029164,14029162
14029200,14029197
14029236,14029242
14029272,14029280
14029308,14029304
14029344,14029355
14029380,14029382
14029416,14029423
14029452,14029454
14029488,14029490
14029524,14029527
14029560,14029573
14029596,14029598
14029632,14029633
14029668,14029681
14029704,14029700
14029740,14029744
14029776,14029785
14029812,14029832
14029848,14029848
14029884,14029884
14029920,14029919
14029956,14029966
14029992,14030002
14030028,14030028
14030064,14030068
14030100,14030100
14030136,14030136
14030172,14030175
14030208,14030213
14030244,14030244
14030280,14030287
14030316,14030316
14030352,14030355
14030388,14030399
14030424,14030429
14030460,14030470
14030496,14030497
14030532,14030546
14030568,14030568
14030604,14030607
14030640,14030651
14030676,14030677
14030712,14030710
14030748,14030756
14030784,14030789
14030820,14030832
14030856,14030860
14030892,14030895
14030928,14030928
14037660,14037669
14037696,14037697
14037732,14037740
14037768,14037771
14037804,14037805
14037840,14037843
14037876,14037876
14037912,14037912
14037948,14037958
14037984,14037987
14038020,14038019
14038056,14038068
14038092,14038101
14038128,14038135
14038164,14038159
14038200,14038196
14038236,14038242
14038272,14038274
14038308,14038306
14038344,14038347
14038380,14038389
14038416,14038420
14038452,14038452
14038488,14038491
14038524,14038525
14038560,14038570
14038596,14038597
14038632,14038635
14038668,14038670
14038704,14038711
14038740,14038752
14038776,14038782
14038812,14038815
14038848,14038853
14038884,14038892
14038920,14038916
14038956,14038960
14038992,14038996
14039028,14039040
14039064,14039066
14039100,14039103
14039136,14039139
14039172,14039178
14039208,14039213
14039244,14039244
14039280,14039287
14039316,14039319
14039352,14039353
14045688,14045692
14045724,14045716
14045760,14045760
14045796,14045796
14045832,14045836
14045868,14045869
14045904,14045912
14045940,14045951
14045976,14045978
14046012,14046013
14046048,14046049
14046084,14046093
14046120,14046127
14046156,14046161
14046192,14046200
14046228,14046227
14046264,14046273
14046300,14046305
14046336,14046336
14046372,14046372
14046408,14046418
14046444,14046454
14046480,14046488
14046516,14046519
14046552,14046558
14046588,14046597
14046624,14046634
14046660,14046661
14046696,14046696
14046732,14046740
14046768,14046775
14046804,14046810
14046840,14046841
14046876,14046874
14046912,14046918
14046948,14046953
14046984,14046984
14047020,14047024
14047056,14047064
14047092,14047089
14050116,14050121
14050152,14050159
14050188,14050184
14050224,14050228
14050260,14050263
14050296,14050307
14050332,14050340
14050368,14050368
14050404,14050404
14050440,14050444
14050476,14050481
14050512,14050511
14050548,14050552
14050584,14050596
14050620,14050629
14050656,14050661
14050692,14050693
14052780,14052787
14052816,14052821
14052852,14052847
14052888,14052891
14052924,14052941
14052960,14052963
14052996,14053001
14053032,14053042
14053068,14053069
14053104,14053111
14053140,14053145
14053176,14053176
14053212,14053218
14053248,14053247
14053284,14053292
14053320,14053328
14053356,14053369
14053392,14053398
14053428,14053434
14053464,14053464
14053500,14053504
14053536,14053537
14053572,14053569
14053608,14053607
14053644,14053654
14053680,14053680
14053716,14053714
14053752,14053749
14053788,14053786
14053824,14053834
14053860,14053861
14053896,14053910
14053932,14053928
14053968,14053970
14054004,14054001
14054040,14054040
14054076,14054081
14054112,14054105
14054148,14054142
14054184,14054186
14054220,14054229
14054256,14054263
14054292,14054287
14054328,14054329
14054364,14054368
14054400,14054401
14054436,14054452
14054472,14054475
14054508,14054512
14054544,14054554
14054580,14054582
14054616,14054616
14054652,14054658
14054688,14054693
14054724,14054730
14054760,14054764
14054796,14054800
14054832,14054843
14054868,14054881
14054904,14054908
14054940,14054947
14054976,14054985
14055012,14055012
14055048,14055057
14055084,14055087
14055120,14055114
14055156,14055170
14055192,14055192
14055228,14055240
14055264,14055264
14055300,14055300
14055336,14055337
14055372,14055379
14055408,14055420
14055444,14055446
14055480,14055485
14055516,14055513
14055552,14055547
14055588,14055581
14055624,14055623
14055660,14055660
14055696,14055703
14055732,14055733
14055768,14055775
14055804,14055803
14055840,14055842
14055876,14055886
14055912,14055920
14055948,14055955
14055984,14055985
14056020,14056026
14056056,14056062
14056092,14056102
14056128,14056132
14056164,14056164
14056200,14056196
14056236,14056236
14056272,14056276
14056308,14056309
14056344,14056348
14056380,14056386
14056416,14056425
14056452,14056443
14056488,14056488
14056524,14056531
14056560,14056561
14056596,14056605
14056632,14056639
14056668,14056668
14056704,14056698
14056740,14056746
14056776,14056773
14056812,14056816
14056848,14056855
14056884,14056892
14056920,14056928
14056956,14056949
14056992,14057006
14057028,14057034
14057064,14057066
14057100,14057101
14057136,14057138
14057172,14057173
14057208,14057212
14057244,14057249
14057280,14057289
14057316,14057325
14057352,14057343
14057388,14057393
14057424,14057428
14057460,14057455
14057496,14057498
14057532,14057525
14057568,14057570
14057604,14057610
14057640,14057648
14057676,14057680
14057712,14057723
14057748,14057754
14057784,14057788
14057820,14057816
14057856,14057857
14057892,14057894
14057928,14057934
14057964,14057977
14058000,14058000
14058036,14058043
14058072,14058081
14058108,14058120
14058144,14058145
14058180,14058186
14058216,14058222
14058252,14058256
14058288,14058287
14058324,14058329
14058360,14058367
14058396,14058401
14058432,14058439
14058468,14058469
14058504,14058504
14058540,14058546
14058576,14058579
14058612,14058617
14058648,14058649
14058684,14058685
14058720,14058726
14058756,14058763
14058792,14058794
14058828,14058831
14058864,14058868
14058900,14058906
14058936,14058940
14058972,14058975
14059008,14059008
14059044,14059051
14059080,14059079
14059116,14059114
14059152,14059159
14059188,14059193
14059224,14059224
14059260,14059262
14059296,14059297
14059332,14059335
14059368,14059368
14059404,14059404
14059440,14059442
14059476,14059476
14059512,14059519
14059548,14059552
14059584,14059584
14059620,14059623
14059656,14059666
14059692,14059697
14059728,14059726
14059764,14059764
14059800,14059809
14059836,14059842
14059872,14059873
14059908,14059919
14059944,14059952
14059980,14059987
14060016,14060020
14060052,14060048
14060088,14060093
14060124,14060137
14060160,14060162
14060196,14060196
14060232,14060245
14060268,14060277
14060304,14060305
14060340,14060351
14060376,14060376
14060412,14060413
14060448,14060449
14060484,14060491
14060520,14060528
14060556,14060565
14060592,14060598
14060628,14060629
14060664,14060667
14060700,14060711
14060736,14060737
14060772,14060777
14064372,14064376
14064408,14064406
14064444,14064452
14064480,14064481
14064516,14064520
14064552,14064550
14064588,14064585
14064624,14064632
14064660,14064660
14064696,14064708
14064732,14064731
14064768,14064770
14064804,14064812
14064840,14064842
14064876,14064882
14064912,14064911
14064948,14064949
14064984,14064993
14065020,14065025
14065056,14065057
14065092,14065095
14065128,14065130
14065164,14065172
14065200,14065206
14065236,14065246
14065272,14065283
14065308,14065315
14065344,14065349
14065380,14065380
14065416,14065422
14065452,14065452
14065488,14065495
14065524,14065529
14065560,14065561
14065596,14065595
14065632,14065638
14065668,14065678
14065704,14065707
14065740,14065746
14065776,14065769
14065812,14065817
14065848,14065863
14065884,14065895
14065920,14065921
14065956,14065960
14065992,14065997
14066028,14066032
14066064,14066064
14066100,14066105
14066136,14066133
14066172,14066180
14066208,14066204
14066244,14066256
14066280,14066278
14066316,14066322
14066352,14066358
14066388,14066398
14066424,14066433
14066460,14066463
14066496,14066499
14066532,14066532
14066568,14066573
14066604,14066608
14066640,14066646
14066676,14066679
14066712,14066710
14066748,14066747
14066784,14066791
14066820,14066824
14066856,14066862
14066892,14066897
14066928,14066934
14066964,14066970
14067000,14067013
14067036,14067047
14067072,14067082
14067108,14067101
14067144,14067142
14067180,14067188
14067216,14067224
14067252,14067250
14067288,14067283
14067324,14067332
14067360,14067361
14067396,14067401
14067432,14067441
14067468,14067472
14067504,14067505
14067540,14067545
14067576,14067580
14067612,14067617
14067648,14067662
14067684,14067685
14067720,14067725
14067756,14067758
14067792,14067798
14067828,14067839
14067864,14067878
14067900,14067901
14067936,14067945
14067972,14067966
14068008,14068013
14068044,14068044
14068080,14068084
14068116,14068120
14068152,14068150
14068188,14068199
14068224,14068228
14068260,14068268
14068296,14068296
14068332,14068334
14068368,14068369
14068404,14068395
14068440,14068439
14068476,14068472
14068512,14068517
14068548,14068555
14068584,14068584
14068620,14068625
14068656,14068666
14068692,14068698
14068728,14068731
14068764,14068768
14068800,14068809
14068836,14068842
14068872,14068885
14068908,14068914
14068944,14068944
14068980,14068980
14069016,14069025
14069052,14069052
14069088,14069091
14069124,14069130
14069160,14069158
14069196,14069206
14069232,14069236
14069268,14069268
14069304,14069304
14069340,14069337
14069376,14069374
14069412,14069411
14069448,14069453
14069484,14069486
14069520,14069524
14069556,14069565
14069592,14069598
14069628,14069631
14069664,14069674
14069700,14069701
14069736,14069734
14069772,14069772
14069808,14069810
14069844,14069844
14069880,14069880
14069916,14069919
14069952,14069962
14069988,14069984
14070024,14070026
14070060,14070058
14070096,14070106
14070132,14070128
14070168,14070175
14070204,14070204
14070240,14070233
14070276,14070284
14070312,14070314
14070348,14070359
14070384,14070396
14070420,14070425
14070456,14070460
14070492,14070501
14070528,14070533
14070564,14070564
14070600,14070606
14070636,14070636
14070672,14070677
14070708,14070701
14070744,14070743
14070780,14070780
14070816,14070823
14070852,14070860
14070888,14070898
14070924,14070924
14070960,14070967
14070996,14070996
14071032,14071036
14071068,14071069
14071104,14071100
14071140,14071144
14071176,14071176
14071212,14071212
14071248,14071258
14071284,14071292
14071320,14071321
14071356,14071362
14071392,14071402
14071428,14071436
14071464,14071461
14071500,14071507
14071536,14071533
14071572,14071570
14071608,14071612
14075460,14075462
14075496,14075503
14075532,14075534
14075568,14075573
14075604,14075610
14075640,14075644
14075676,14075677
14075712,14075712
14075748,14075745
14075784,14075790
14075820,14075822
14075856,14075858
14075892,14075892
14075928,14075938
14075964,14075968
14076000,14076008
14076036,14076048
14076072,14076079
14076108,14076111
14076144,14076138
14076180,14076183
14076216,14076215
14076252,14076257
14076288,14076289
14076324,14076328
14076360,14076375
14076396,14076402
14076432,14076432
14076468,14076466
14076504,14076513
14076540,14076542
14076576,14076579
14076612,14076618
14076648,14076649
14076684,14076693
14076720,14076725
14076756,14076756
14076792,14076802
14076828,14076834
14076864,14076869
14076900,14076902
14076936,14076941
14076972,14076980
14077008,14077012
14077044,14077043
14077080,14077076
14077116,14077119
14077152,14077157
14077188,14077196
14077224,14077225
14077260,14077262
14077296,14077296
14077332,14077341
14077368,14077368
14077404,14077406
14077440,14077446
14077476,14077482
14077512,14077512
14077548,14077544
14077584,14077591
14077620,14077619
14077656,14077658
14077692,14077698
14077728,14077735
14077764,14077773
14077800,14077803
14077836,14077838
14077872,14077875
14077908,14077913
14077944,14077941
14077980,14077974
14078016,14078023
14078052,14078056
14078088,14078094
14078124,14078128
14078160,14078162
14078196,14078200
14078232,14078240
14084208,14084205
14084244,14084246
14084280,14084278
14084316,14084324
14084352,14084362
14084388,14084390
14084424,14084429
14084460,14084471
14090220,14090236
14090256,14090265
14090292,14090292
14090328,14090329
14090364,14090374
14090400,14090401
14090436,14090443
14090472,14090473
14090508,14090508
14090544,14090540
14090580,14090583
14090616,14090622
14090652,14090652
14090688,14090682
14090724,14090724
14090760,14090763
14090796,14090794
14090832,14090840
14090868,14090872
14090904,14090902
14090940,14090940
14090976,14090982
14091012,14091021
14091048,14091047
14091084,14091094
14091120,14091121
14091156,14091158
14091192,14091204
14091228,14091239
14091264,14091260
14091300,14091298
14091336,14091329
14091372,14091378
14091408,14091416
14091444,14091452
14091480,14091482
14091516,14091521
14091552,14091562
14091588,14091604
14094468,14094473
14094504,14094509
14094540,14094549
14094576,14094578
14094612,14094611
14094648,14094655
14094684,14094686
14094720,14094735
14094756,14094762
14094792,14094797
14094828,14094831
14094864,14094868
14094900,14094900
14094936,14094933
14094972,14094976
14095008,14095006
14095044,14095046
14095080,14095085
14095116,14095115
14099904,14099909
14099940,14099940
14099976,14099988
14100012,14100011
14100048,14100048
14100084,14100091
14100120,14100124
14100156,14100159
14100192,14100197
14100228,14100234
14100264,14100273
14100300,14100306
14100336,14100326
14100372,14100380
14100408,14100423
14100444,14100455
14100480,14100485
14100516,14100518
14100552,14100558
14100588,14100592
14100624,14100624
14100660,14100665
14100696,14100702
14100732,14100740
14100768,14100777
14100804,14100812
14100840,14100845
14100876,14100881
14100912,14100912
14100948,14100957
14100984,14100986
14101020,14101026
14101056,14101057
14101092,14101089
14101128,14101130
14101164,14101172
14101200,14101203
14101236,14101249
14101272,14101281
14101308,14101313
14101344,14101348
14101380,14101385
14101416,14101425
14101452,14101462
14101488,14101498
14101524,14101531
14101560,14101562
14101596,14101603
14101632,14101637
14101668,14101669
14101704,14101702
14101740,14101751
14101776,14101788
14101812,14101814
14101848,14101845
14101884,14101890
14101920,14101921
14101956,14101956
14101992,14101996
14102028,14102031
14102064,14102072
14102100,14102106
14102136,14102137
14102172,14102181
14102208,14102209
14102244,14102244
14102280,14102283
14102316,14102321
14102352,14102364
14102388,14102389
14102424,14102434
14102460,14102463
14102496,14102498
14102532,14102542
14102568,14102568
14102604,14102608
14102640,14102645
14102676,14102693
14102712,14102717
14102748,14102747
14102784,14102789
14102820,14102815
14102856,14102865
14102892,14102892
14102928,14102931
14102964,14102971
14103000,14102998
14103036,14103038
14103072,14103082
14103108,14103116
14103144,14103142
14103180,14103192
14103216,14103217
14103252,14103253
